temp,wind,load_mult,num_overloaded,total_stress_score
31.28520457360273,9.283005105914732,1.5,29,861.445664847362
10.765044058404158,0.7361089601945792,1.5,47,3188.1692549490917
3.4582341483490353,4.017299892663606,3.0,56,5648.994253653946
23.06650796725114,3.3288239292225024,2.0,48,3550.462487708959
3.2685629765314395,10.257053191641935,2.5,42,2119.063872879571
56.06824478610542,6.8241708123095925,1.5,46,3337.2515974367825
35.180563310159684,3.156931784613588,2.0,54,4759.955626511989
24.70543927885768,14.514758418642286,1.0,0,0.0
3.5987873366433654,11.469824602750856,2.5,42,1960.6152326559231
1.4360320317250208,10.417071419370338,1.0,0,0.0
52.59463793418067,11.525535512695676,1.0,12,328.18757029607775
5.720746766194978,2.250092103645746,1.5,31,1400.7028103709322
37.78080094069128,7.924104602190278,1.0,9,167.85529214707788
30.418271519564005,8.614201682250574,2.0,42,2337.947073303019
25.736380614310384,3.7801604777090794,2.5,56,5663.476060803052
43.27015350337164,8.272344545838973,1.0,12,234.57652449837178
5.984354584381464,4.29618060087235,1.5,29,800.0338690581577
21.25173756500179,4.1246128565025915,3.0,60,7138.714624072877
31.544904500104938,14.308690487090372,3.0,54,4732.653973457075
55.93723503386962,10.490824050591021,1.0,24,545.8031979080421
39.91565204921508,9.50649700272892,3.0,60,6940.955092748261
39.31593859270186,9.723737770227842,1.5,30,1158.4038955717624
4.2116062106973295,14.053090709085668,1.5,9,137.2925186662872
45.82033077949369,2.998122266126184,3.0,63,12644.443830718717
21.142511999810843,4.895730245526893,1.5,29,1109.4814337989128
5.654774962471385,6.730509481956008,1.0,4,2.813360049151129
59.08102637595062,1.4919051354452242,2.0,66,13390.558906785438
6.6613508164355935,2.9950885060908337,1.5,29,1147.0679952459807
12.352866760486576,3.868926995671291,2.5,52,4466.574882072529
55.69221444994881,1.2008624903948129,2.5,68,17544.448427491996
46.627480788384496,5.699859946400441,1.0,24,511.44752275951464
41.75766947903012,1.9129972459340596,1.5,48,3926.290107874498
32.315537778157434,12.407434390937954,3.0,54,5181.487111863531
36.752388345923656,7.074716239401057,3.0,60,7409.637625401209
40.98884095986863,0.9728156326924376,3.0,67,16801.09991740129
13.936854982666954,14.95338898436587,1.5,9,193.45226288623155
28.09503465275059,1.860984506029745,2.5,60,8040.845178285919
17.924040826240486,10.171497220917603,3.0,52,4373.713146119296
26.339987805638188,2.8889054397752,3.0,61,8954.916079505294
40.892005420074085,6.395312452344039,1.5,38,1741.2337462204107
46.1634966429521,2.5605179759184375,1.0,30,1209.84692083465
34.141248356392865,1.9808884640489997,3.0,62,11696.733612038683
47.50355874837113,8.488630378313765,1.0,12,315.40381260825234
16.11033442251322,0.18422903791932554,1.0,44,2504.470392713047
13.330192152001228,3.4730564037398173,2.0,46,2853.596092535512
57.5951023623967,1.258757043463084,1.5,60,8507.227348465221
33.34885907160444,9.614941371523548,2.0,42,2356.8768326539753
12.264148621578105,3.690623841937681,3.0,56,6586.643017717138
12.18871485746857,6.107514948226471,1.5,26,651.7857467004335
56.016091985399314,12.148905044870029,2.0,53,4567.04575638827
8.741141865051203,12.135780510389163,1.0,0,0.0
11.62912740226233,14.355458599187054,1.5,9,185.93819666077457
31.462752039152964,5.706229361309233,3.0,60,7350.569521736932
30.307167342790358,3.03210841259339,2.5,60,6801.197812915946
10.029713885722192,8.82086918670295,3.0,52,4150.642690701153
55.14530469525858,0.814023063521181,2.0,66,14366.638888490497
9.977947203933155,5.961450579455385,2.0,41,1835.1917445722452
47.61485887755264,8.099918144064803,2.0,49,4108.139147806519
5.079076872418318,11.752677428377964,2.0,29,941.8778397074301
21.904642154889576,5.2974712930192815,2.5,52,4463.192110114649
43.65793795903875,1.6505934924110741,2.5,61,11342.47569083336
43.453625652707395,2.7487657707316577,1.5,47,3394.024172639841
40.80285550507649,3.5589317002191394,2.0,54,5160.990118584646
52.70376562249981,9.56882949829511,2.0,53,4522.850506093087
18.97118714545656,9.387219566983235,2.0,35,1602.9495172105499
56.3324625936202,12.282967118750687,2.0,53,4605.692027957544
5.024110604094416,5.528045455158565,1.0,4,20.78091405917189
36.34803889474233,10.030426034565277,1.5,29,991.5804406135082
1.395858134904575,2.5682859727509695,2.5,53,4687.084280843399
1.2247733682244721,3.0331375866420256,1.5,29,997.0168719044746
54.760940146774686,9.376508919373947,2.5,60,7624.649101542734
37.76600860756397,1.1658448794761052,3.0,66,14931.157800150919
44.59889056501174,1.5434029609901705,1.0,38,1677.892846193728
42.45178115842606,6.131612152022459,2.0,48,4063.9017303944524
26.963707535740838,3.5380272922929157,2.5,56,5972.799391418545
53.12825352143801,1.1395155855658758,2.5,67,16470.344555178825
37.90137765772729,7.154777692650059,1.0,9,196.79850257285045
1.3231052921602715,9.046429217854165,1.5,14,253.5399925018934
59.59052999446711,13.36657737476731,1.5,44,2658.9462209701733
46.59378273500234,2.8314816904436326,3.0,65,13139.419524421686
42.63087557539556,9.558450948931355,1.5,30,1352.9853371047886
1.6969008635340233,1.1863681861577167,2.0,52,4241.34623339916
32.81527490180034,14.518647812751224,2.0,38,1693.48425422208
18.13136323643645,4.772187713085488,2.5,52,4407.00228891318
24.411865353784986,14.982887759839727,2.0,30,1279.9008625688805
59.944681759123256,5.416426996588499,2.5,65,11719.36807750736
58.99392147852995,14.676488951476161,2.0,53,4753.545934889133
32.840712823094364,0.541945499450852,3.0,67,17454.896909108596
40.32036490602064,1.99289691495453,3.0,63,13046.437138365143
48.73393394397279,11.01717694114595,2.5,54,5780.821991595984
50.30246748609473,4.955991330254722,1.5,46,3095.4440040457366
47.56453412944944,8.069603264207569,1.5,42,1951.3640618473933
5.001804334837116,7.022705473792407,1.5,21,422.8459640172627
36.284194880298486,10.53554558148907,1.0,8,83.25150945598641
51.23398725287233,13.419082393131214,3.0,60,7980.619426634797
55.30386056029164,11.771245769203516,2.0,53,4501.051247718237
2.1806088025143344,8.591109224344812,1.0,0,0.0
59.49812582918856,11.012906356387658,2.5,60,8541.262090098318
44.953769920449616,0.33492652201984446,3.0,68,24858.947768968756
48.05702895524298,2.9770448771474625,1.5,48,3814.677972048498
5.107013496187125,8.749424866862137,3.0,48,3870.7508118122
7.144806617314188,6.335943994676595,1.0,4,12.719584511597645
6.8828027347400145,13.907655940000575,3.0,46,3029.486717371435
20.849889587423547,7.036440807758877,1.5,29,763.8946024496427
34.50292691191403,5.486129851404164,3.0,60,7917.274389233899
1.711505388560306,10.871355875811028,2.5,42,1968.3173627639508
8.846634932845419,0.10488994997789605,1.5,56,6664.302115131474
7.805255623687996,5.9576573159981265,3.0,54,4936.322327465108
8.160301482230189,11.795793937078965,2.5,42,2105.4116690542364
43.93090376664481,13.110900684302502,2.0,46,2699.0160004130958
30.991595767861934,11.020374531391914,1.0,5,36.19088796583786
2.771544885556536,13.882862064270379,2.5,34,1664.045007696053
15.636514711739412,8.94297825342967,1.5,21,458.7453711878673
3.529464170115635,13.895914565439547,1.5,9,135.5799712674883
3.9391010227624945,2.633145222586127,2.0,46,2853.2529758093456
56.059995508262254,12.337805724619004,2.5,58,7047.852761628841
27.65214247311206,1.8746987219249824,1.0,28,649.4051698219694
32.01018769848788,10.64757914113904,2.0,42,2105.0606758523286
22.146226836110433,10.005875703511068,2.0,35,1656.2014693197718
30.807317708168146,4.945840895250923,1.5,32,1474.0747256858663
26.408580283650426,9.150245058045162,1.5,29,704.3299960809904
1.1870776249431492,2.974942948484521,2.5,52,4340.728616032127
26.90708084053135,6.7580912644374065,3.0,56,6274.627152061181
31.271128002533786,9.587177806944165,3.0,56,5765.538411255482
6.823790271238524,7.925119371557426,1.0,0,0.0
32.579921753955915,6.9186157809123925,3.0,60,6884.32399383822
17.391653663899426,6.158288055380959,2.0,42,2126.489686978347
39.43105272446729,5.197606628308566,2.0,48,4080.6395533612535
32.6469110700864,4.88084631945978,3.0,60,8037.182851633282
51.81437078012335,12.66058239013983,3.0,60,8332.697216962899
11.407866034342549,1.3451757633677823,1.5,42,2272.9540503194876
43.93231167114129,14.4904693959885,2.5,53,4330.506946280389
32.07779237676927,9.972589623104087,1.5,29,825.0100398993827
46.32556897693554,14.966094968853957,2.5,53,4580.356780541821
22.062870650063513,6.83832852127097,2.5,48,3903.5595754927554
13.752716350522078,7.012188317058093,1.0,4,21.26490290411374
36.95855564741488,9.952745428757133,1.0,8,102.9912430729913
37.35063737516789,8.283467241517794,2.0,46,2933.297918668446
18.905341730447763,6.421548652589676,2.5,48,3810.0429341717418
39.900144246781814,14.433903719950848,1.0,8,52.813933179946005
50.88196429239718,1.5819109222675167,2.0,61,9758.756344553087
3.485593554454842,5.1254743477791,1.0,4,24.38985429250738
1.1376156524581749,11.356547643586651,2.5,39,1880.81396776718
8.802227492352014,11.161176191935693,2.0,29,1088.380185855268
52.94283288302081,10.49646305279438,3.0,61,9340.919983015638
15.717326824808504,12.575867242462747,1.0,0,0.0
26.12819407693593,10.560552382431222,1.0,4,19.99056701970528
37.82267745453366,14.32669512453691,2.0,42,2039.3556342906177
46.10454608933551,14.940803136651242,2.0,44,2683.08718445406
7.7004521417105565,0.5415565335868863,1.5,48,3533.6229474019715
9.3029609831551,7.756793107959294,2.5,46,2861.808348995798
32.97337443412013,11.45563018688387,2.0,42,2053.7187155129945
40.23792477508484,3.0907165991168815,1.0,29,718.3249598042297
34.08973862746882,10.735723377984256,1.0,8,57.53531008128722
19.683264448057603,9.167479809839575,1.0,4,12.401445855753934
12.466522940482076,13.982154360726357,1.0,0,0.0
39.61585483417909,10.245639087482667,2.5,53,4634.761307640811
38.468495813347374,12.898964631155403,1.0,8,61.773758003731544
44.17390166880223,7.713311598120735,1.0,12,278.0396185662297
43.554040670881534,4.3189181103794985,1.0,28,585.8648570857624
4.3205204363714085,8.391644374441903,2.5,42,2482.6911012299515
57.97918269217204,13.123450028304608,3.0,61,10079.505642834574
2.9566610065268017,3.3246107494146524,2.5,52,4199.148369301119
53.52759601986113,4.82615959110505,1.0,30,1083.7125360158534
56.71308226715615,8.518609225089035,1.0,29,775.3930353852526
12.177741784801729,10.881259949597847,2.0,29,1208.949115926911
50.79182990308761,6.754360274936885,2.0,54,5064.916245625243
1.2659753182204603,11.349655431363653,1.5,9,173.1686315688438
57.16276773606309,11.76433144679005,1.5,44,2483.493109770684
0.14912447016514507,4.500638138025632,3.0,56,5124.2641046868775
